Р“СЂСѓРїРїР°.РљРѕРґ;РћС‚РґРµР».РљРѕРґ;РўРѕРІР°СЂ.РљРѕРґ;Р”Р°С‚Р°;Р§Р°СЃ;РљРѕР»РёС‡РµСЃС‚РІРѕ | РЎСѓРјРјР°;РЎСѓРјРјР° | РЎСѓРјРјР°
33;3;56778;04.01.2009;16;0;60.06
33;3;56778;22.02.2009;15;0;120.12
33;3;69349;25.12.2008;12;1;323.06
33;3;69349;02.02.2009;18;1;333.02
33;3;69349;10.02.2009;19;1;326.12
33;3;69350;07.12.2008;12;1;460.28
33;3;69350;23.12.2008;9;1;514.53
33;3;69350;31.12.2008;11;1;460.28
33;3;69350;11.02.2009;15;1;514.53
33;3;69350;23.02.2009;20;1;465.95
33;3;69350;31.12.2010;11;1;460.28
33;3;77072;26.12.2008;20;2;406.77
33;3;77073;19.12.2008;17;1;235.85
33;3;77073;24.12.2008;15;1;227.27
33;3;77073;11.01.2009;10;1;235.85
33;3;77073;30.01.2009;10;2;449.05
33;3;77073;18.02.2009;11;1;224.52
33;3;77075;09.12.2008;18;1;415.62
33;3;77075;14.12.2008;13;1;415.62
33;3;77075;31.12.2008;12;1;415.62
33;3;77075;11.01.2009;16;1;415.62
33;3;77075;05.02.2009;11;1;415.62
33;3;77075;31.12.2010;12;1;415.62
33;3;77080;17.02.2009;12;1;233.4
33;3;77080;24.02.2009;19;1;233.4
33;3;77080;25.02.2009;10;1;233.4
33;3;82235;17.12.2008;17;1;1105.26
33;3;82235;06.01.2009;13;1;1105.26
33;3;82235;14.02.2009;16;1;1105.26
33;3;82235;15.02.2009;12;1;1090.79
33;3;82235;22.02.2009;16;1;1093.48
33;3;82235;23.02.2009;14;1;1093.48
33;3;82235;26.02.2009;11;1;1093.48
33;3;82235;27.02.2009;11;1;1093.48
33;3;82545;01.12.2008;13;1;278.38
33;3;82545;03.12.2008;15;1;278.38
33;3;82545;06.12.2008;15;1;278.38
33;3;82545;08.12.2008;18;1;278.38
33;3;82545;09.12.2008;14;2;556.76
33;3;82545;09.12.2008;17;1;278.38
33;3;82545;11.12.2008;19;2;556.76
33;3;82545;14.12.2008;10;1;288.23
33;3;82545;14.12.2008;14;1;288.23
33;3;82545;14.12.2008;18;3;864.69
33;3;82545;16.12.2008;11;1;288.23
33;3;82545;16.12.2008;13;1;288.23
33;3;82545;16.12.2008;15;1;288.23
33;3;82545;16.12.2008;20;1;288.23
33;3;82545;17.12.2008;17;1;288.23
33;3;82545;18.12.2008;17;1;288.23
33;3;82545;19.12.2008;12;1;288.23
33;3;82545;19.12.2008;15;1;288.23
33;3;82545;20.12.2008;18;1;288.23
33;3;82545;22.12.2008;14;2;549.47
33;3;82545;25.12.2008;20;2;562.96
33;3;82545;25.12.2008;21;1;274.74
33;3;82545;26.12.2008;15;1;274.74
33;3;82545;26.12.2008;20;1;274.74
33;3;82545;27.12.2008;16;1;274.74
33;3;82545;28.12.2008;18;2;549.47
33;3;82545;30.12.2008;11;3;835.15
33;3;82545;30.12.2008;13;1;278.38
33;3;82545;31.12.2008;13;1;278.38
33;3;82545;31.12.2008;14;1;274.74
33;3;82545;31.12.2008;16;1;274.74
33;3;82545;02.01.2009;10;1;274.74
33;3;82545;02.01.2009;13;2;549.47
33;3;82545;03.01.2009;17;1;274.74
33;3;82545;03.01.2009;18;1;274.74
33;3;82545;03.01.2009;19;1;274.74
33;3;82545;04.01.2009;13;1;274.74
33;3;82545;05.01.2009;20;1;274.74
33;3;82545;07.01.2009;16;1;274.74
33;3;82545;08.01.2009;18;1;274.74
33;3;82545;10.01.2009;10;2;549.47
33;3;82545;12.01.2009;10;1;274.74
33;3;82545;14.01.2009;17;1;274.74
33;3;82545;15.01.2009;11;1;291.45
33;3;82545;16.01.2009;13;1;291.45
33;3;82545;16.01.2009;14;4;1165.79
33;3;82545;17.01.2009;20;2;582.89
33;3;82545;18.01.2009;10;1;291.45
33;3;82545;19.01.2009;13;1;291.45
33;3;82545;20.01.2009;12;1;291.45
33;3;82545;20.01.2009;13;1;291.45
33;3;82545;20.01.2009;17;1;291.45
33;3;82545;20.01.2009;18;1;291.45
33;3;82545;23.01.2009;14;1;291.45
33;3;82545;24.01.2009;11;1;291.45
33;3;82545;24.01.2009;16;1;291.45
33;3;82545;24.01.2009;20;1;291.45
33;3;82545;25.01.2009;9;1;291.45
33;3;82545;25.01.2009;18;1;291.45
33;3;82545;27.01.2009;9;1;291.45
33;3;82545;27.01.2009;17;1;291.45
33;3;82545;28.01.2009;14;1;291.45
33;3;82545;28.01.2009;16;1;291.45
33;3;82545;29.01.2009;10;2;556.76
33;3;82545;29.01.2009;20;2;556.76
33;3;82545;30.01.2009;10;2;556.76
33;3;82545;30.01.2009;11;2;556.76
33;3;82545;30.01.2009;15;1;278.38
33;3;82545;31.01.2009;12;1;291.45
33;3;82545;01.02.2009;13;1;278.38
33;3;82545;02.02.2009;18;1;280.61
33;3;82545;03.02.2009;18;2;561.21
33;3;82545;04.02.2009;14;1;280.61
33;3;82545;04.02.2009;17;2;561.21
33;3;82545;04.02.2009;20;1;280.61
33;3;82545;06.02.2009;10;2;561.21
33;3;82545;06.02.2009;13;2;561.21
33;3;82545;06.02.2009;14;1;280.61
33;3;82545;07.02.2009;17;1;280.61
33;3;82545;07.02.2009;19;1;280.61
33;3;82545;08.02.2009;13;1;280.61
33;3;82545;08.02.2009;15;1;280.61
33;3;82545;09.02.2009;10;1;280.61
33;3;82545;09.02.2009;12;1;280.61
33;3;82545;09.02.2009;13;1;280.61
33;3;82545;09.02.2009;19;3;841.81
33;3;82545;10.02.2009;13;1;280.61
33;3;82545;10.02.2009;14;2;561.21
33;3;82545;10.02.2009;18;2;561.21
33;3;82545;11.02.2009;9;2;561.21
33;3;82545;12.02.2009;11;1;280.61
33;3;82545;12.02.2009;17;3;841.81
33;3;82545;12.02.2009;18;1;280.61
33;3;82545;12.02.2009;19;2;561.21
33;3;82545;13.02.2009;12;1;280.61
33;3;82545;14.02.2009;13;1;280.61
33;3;82545;14.02.2009;15;3;841.81
33;3;82545;15.02.2009;9;1;280.61
33;3;82545;15.02.2009;17;1;280.61
33;3;82545;15.02.2009;18;1;280.61
33;3;82545;15.02.2009;19;1;280.61
33;3;82545;16.02.2009;14;2;561.21
33;3;82545;16.02.2009;15;1;280.61
33;3;82545;16.02.2009;16;1;280.61
33;3;82545;16.02.2009;20;1;280.61
33;3;82545;17.02.2009;13;1;280.61
33;3;82545;17.02.2009;16;1;280.61
33;3;82545;18.02.2009;9;1;280.61
33;3;82545;18.02.2009;10;1;280.61
33;3;82545;18.02.2009;13;1;280.61
33;3;82545;18.02.2009;19;1;280.61
33;3;82545;19.02.2009;10;2;561.21
33;3;82545;19.02.2009;17;1;280.61
33;3;82545;20.02.2009;12;1;280.61
33;3;82545;22.02.2009;17;1;277.76
33;3;82545;22.02.2009;18;1;277.76
33;3;82545;23.02.2009;9;1;277.76
33;3;82545;23.02.2009;12;1;277.76
33;3;82545;25.02.2009;15;1;277.76
33;3;82545;25.02.2009;16;2;555.52
33;3;82545;25.02.2009;19;2;555.52
33;3;82545;25.02.2009;20;1;277.76
33;3;82545;26.02.2009;11;1;277.76
33;3;82545;26.02.2009;14;2;555.52
33;3;82545;26.02.2009;20;3;833.27
33;3;82545;31.12.2010;13;1;278.38
33;3;82545;31.12.2010;14;1;274.74
33;3;82545;31.12.2010;16;1;274.74
33;3;83149;03.12.2008;10;1;162.26
33;3;83149;05.12.2008;17;1;162.26
33;3;83149;11.12.2008;13;1;162.26
33;3;83149;12.12.2008;14;1;162.26
33;3;83149;13.12.2008;15;1;162.26
33;3;83149;16.12.2008;13;1;162.26
33;3;83149;16.12.2008;20;1;162.26
33;3;83149;18.12.2008;9;1;162.26
33;3;83149;20.12.2008;16;1;165.32
33;3;83149;30.12.2008;13;1;162.26
33;3;83149;03.01.2009;16;1;165.32
33;3;83149;05.01.2009;12;1;165.32
33;3;83149;09.01.2009;19;1;165.32
33;3;83149;17.01.2009;13;1;165.32
33;3;83149;19.01.2009;13;1;165.15
33;3;83149;20.01.2009;13;2;330.29
33;3;83149;26.01.2009;13;1;165.15
33;3;83149;27.01.2009;17;2;330.47
33;3;83149;28.01.2009;19;1;165.15
33;3;83149;01.02.2009;20;2;330.29
33;3;83149;02.02.2009;16;1;165.15
33;3;83149;03.02.2009;18;1;163.23
33;3;83149;07.02.2009;9;2;328.38
33;3;83149;08.02.2009;15;1;163.23
33;3;83149;09.02.2009;14;2;326.47
33;3;83149;09.02.2009;15;1;163.59
33;3;83149;14.02.2009;16;1;163.59
33;3;83149;15.02.2009;16;2;327.17
33;3;83149;15.02.2009;18;1;163.59
33;3;83149;20.02.2009;11;2;327.17
33;3;83149;23.02.2009;9;1;163.59
33;3;83149;23.02.2009;11;1;163.59
33;3;83149;24.02.2009;13;1;167.56
33;3;83149;26.02.2009;11;1;163.59
33;3;84559;12.01.2009;9;1;79.91
33;3;84559;13.01.2009;20;1;79.91
33;3;84559;27.02.2009;17;1;80.44
33;3;84955;01.12.2008;14;10;110.37
33;3;84955;03.12.2008;20;20;220.74
33;3;84955;06.12.2008;17;10;110.37
33;3;84955;09.12.2008;16;20;220.74
33;3;84955;11.12.2008;13;10;110.37
33;3;84955;11.12.2008;20;3;33.11
33;3;84955;14.12.2008;12;3;33.11
33;3;84955;26.12.2008;19;10;110.37
33;3;84955;27.12.2008;13;4;44.15
33;3;84955;29.12.2008;17;10;110.37
33;3;84955;04.01.2009;9;10;110.37
33;3;84955;17.01.2009;18;10;110.37
33;3;84955;21.01.2009;17;10;110.37
33;3;84955;24.01.2009;18;10;110.37
33;3;84955;28.01.2009;18;10;110.37
33;3;84955;25.02.2009;15;10;110.37
33;3;84955;25.02.2009;20;11;121.41
33;3;85003;28.01.2009;16;1;119.36
33;3;85865;16.01.2009;14;9;34.75
33;3;85865;24.01.2009;15;10;38.61
33;3;85865;26.01.2009;13;4;15.44
33;3;85865;27.01.2009;19;10;121.09
33;3;85865;28.01.2009;16;7;27.мар
33;3;85865;28.01.2009;18;10;121.09
33;3;85865;04.02.2009;9;2;24.22
33;3;85865;04.02.2009;10;5;60.55
33;3;85865;07.02.2009;15;10;121.09
33;3;85865;09.02.2009;13;3;36.33
33;3;85865;10.02.2009;11;10;121.09
33;3;85865;11.02.2009;14;10;121.09
33;3;85865;12.02.2009;18;3;36.33
33;3;85865;13.02.2009;18;2;24.22
33;3;85865;14.02.2009;17;10;121.09
33;3;85865;15.02.2009;12;10;121.09
33;3;85865;17.02.2009;20;3;36.33
33;3;85865;18.02.2009;9;10;121.09
33;3;85865;18.02.2009;19;10;121.09
33;3;85865;24.02.2009;19;12;145.31
33;3;85891;19.01.2009;19;20;91.26
33;3;85891;04.02.2009;15;1;апр.33
33;3;86145;21.02.2009;13;1;281.35
33;3;86145;21.02.2009;17;1;281.35
33;3;86145;21.02.2009;18;1;281.35
33;3;86145;22.02.2009;10;1;281.35
33;3;86145;22.02.2009;17;1;281.35
33;3;86145;24.02.2009;13;1;281.35
33;3;86145;24.02.2009;14;2;562.69
33;3;86145;24.02.2009;16;1;281.35
33;3;86145;24.02.2009;18;1;281.35
33;3;86145;25.02.2009;11;1;281.35
34;1;3801;30.12.2008;14;1;1844.43
38;1;682;18.12.2008;16;1;208.73
38;1;682;21.12.2008;19;1;193.99
38;1;682;26.12.2008;10;1;191.26
38;1;682;28.01.2009;17;1;188.58
38;1;682;01.02.2009;18;1;188.58
38;1;682;02.02.2009;13;1;188.58
38;1;682;08.02.2009;16;1;188.58
38;1;682;15.02.2009;15;1;188.58
38;1;682;20.02.2009;11;1;188.58
38;1;682;22.02.2009;15;1;190.77
38;1;686;02.12.2008;9;1;217.33
38;1;686;20.12.2008;15;1;213
38;1;686;23.12.2008;16;1;213
38;1;686;24.12.2008;15;1;217.33
38;1;686;25.12.2008;14;1;213
38;1;690;06.12.2008;17;1;181.64
38;1;690;23.12.2008;15;1;184.04
38;1;690;25.12.2008;13;1;181.64
38;1;690;30.12.2008;10;1;178.41
38;1;690;05.01.2009;18;1;178.41
38;1;690;11.01.2009;16;1;178.41
38;1;690;12.01.2009;18;1;178.41
38;1;690;21.01.2009;12;1;177.57
38;1;690;15.02.2009;19;1;177.57
38;1;690;18.02.2009;10;1;177.57
38;1;690;18.02.2009;20;1;178.41
38;1;10292;20.12.2008;19;1;42.63
38;1;11816;03.12.2008;12;1;112.59
38;1;11816;03.12.2008;17;1;112.59
38;1;11816;07.12.2008;13;1;112.59
38;1;11816;14.12.2008;12;1;112.59
38;1;11816;18.12.2008;17;1;112.59
38;1;11816;28.12.2008;18;1;110.1
38;1;11816;30.12.2008;12;1;109.3
38;1;11816;31.12.2008;11;1;110.1
38;1;11816;16.01.2009;18;1;110.17
38;1;11816;17.01.2009;11;1;110.17
38;1;11816;17.01.2009;20;1;110.17
38;1;11816;18.01.2009;11;1;110.17
38;1;11816;21.01.2009;12;1;110.17
38;1;11816;23.01.2009;12;1;110.17
38;1;11816;03.02.2009;15;2;223.63
38;1;11816;03.02.2009;17;1;111.81
38;1;11816;04.02.2009;19;1;111.81
38;1;11816;07.02.2009;20;1;111.81
38;1;11816;09.02.2009;16;1;111.81
38;1;11816;12.02.2009;17;1;111.81
38;1;11816;16.02.2009;17;1;111.81
38;1;11816;22.02.2009;11;1;110.92
38;1;11816;22.02.2009;19;1;111.81
38;1;11816;27.02.2009;9;1;111.81
38;1;11816;27.02.2009;13;1;110.92
38;1;11816;01.03.2009;11;1;110.92
38;1;11816;01.03.2009;13;1;110.92
38;1;11816;31.12.2010;11;1;110.1
38;1;12786;05.12.2008;12;20;212.16
38;1;12786;12.12.2008;14;6;58.03
38;1;12786;13.12.2008;16;6;58.03
38;1;12786;20.12.2008;17;6;58.03
38;1;12786;26.12.2008;12;2;19.34
38;1;12786;26.12.2008;13;18;174.1
38;1;12786;01.01.2009;15;20;193.44
38;1;12786;05.01.2009;18;20;193.44
38;1;12786;08.01.2009;12;5;48.36
38;1;12786;21.01.2009;11;12;116.06
38;1;12786;02.02.2009;12;4;38.69
38;1;12786;02.02.2009;14;5;48.36
38;1;12786;02.02.2009;16;26;251.47
38;1;12786;03.02.2009;19;10;96.72
38;1;12786;15.02.2009;11;3;28.96
38;1;12786;15.02.2009;14;2;19.мар
38;1;12786;15.02.2009;18;10;96.52
38;1;12786;19.02.2009;14;4;38.61
38;1;12786;19.02.2009;16;8;77.22
38;1;12786;21.02.2009;10;2;19.мар
38;1;12786;01.01.2011;15;20;193.44
38;1;28180;08.12.2008;12;1;50.41
38;1;28180;22.01.2009;20;1;49.88
38;1;28180;06.02.2009;12;1;50.54
38;1;28182;06.12.2008;18;1;29.52
38;1;28182;08.01.2009;9;1;29.май
38;1;28182;21.01.2009;12;1;29.95
38;1;28182;27.01.2009;17;1;32.97
38;1;28182;31.01.2009;18;1;29.52
38;1;28182;02.02.2009;18;1;32.97
38;1;28182;13.02.2009;11;1;32.97
38;1;35694;01.12.2008;16;1;122.75
38;1;35694;02.12.2008;12;1;125.37
38;1;35694;05.12.2008;13;2;250.73
38;1;35694;11.12.2008;10;1;125.37
38;1;35694;15.12.2008;17;1;125.37
38;1;35694;15.12.2008;19;1;125.37
38;1;35694;23.12.2008;12;1;125.37
38;1;35694;04.01.2009;16;1;125.37
38;1;35694;06.01.2009;13;1;125.37
38;1;35694;09.01.2009;18;1;125.37
38;1;35694;10.01.2009;13;1;125.37
38;1;35694;10.01.2009;17;1;125.37
38;1;35694;12.01.2009;11;1;125.37
38;1;35694;15.01.2009;14;1;125.37
38;1;35694;17.01.2009;19;1;125.37
38;1;35694;23.01.2009;10;2;250.73
38;1;35694;23.01.2009;15;4;501.46
38;1;35694;27.01.2009;13;2;252.56
38;1;35694;27.01.2009;19;2;252.56
38;1;35694;30.01.2009;9;2;250.73
38;1;35694;30.01.2009;10;1;126.28
38;1;35694;07.02.2009;17;1;126.28
38;1;35694;11.02.2009;15;1;126.28
38;1;35694;19.02.2009;18;1;126.28
38;1;35694;19.02.2009;19;2;252.56
38;1;35694;21.02.2009;9;1;126.28
38;1;35694;21.02.2009;14;2;252.56
38;1;35694;22.02.2009;16;2;252.56
38;1;35694;24.02.2009;14;2;252.56
38;1;35694;24.02.2009;20;2;252.56
38;1;35694;25.02.2009;18;1;126.28
38;1;35694;27.02.2009;14;1;126.28
38;1;35694;27.02.2009;15;1;126.28
38;1;35825;05.12.2008;14;1;101.11
38;1;35825;20.12.2008;19;1;104.03
38;1;35825;06.01.2009;14;1;104.03
38;1;35825;30.01.2009;14;1;101.11
38;1;35825;06.02.2009;12;1;101.58
38;1;35825;08.02.2009;11;1;100.81
38;1;35825;09.02.2009;11;1;101.65
38;1;35825;10.02.2009;15;1;101.65
38;1;35825;25.02.2009;9;2;212.98
38;1;64472;08.12.2008;11;1;32.37
38;1;64472;14.12.2008;14;1;32.17
38;1;64472;20.12.2008;19;1;32.17
38;1;64472;21.12.2008;17;1;32.17
38;1;64472;30.12.2008;11;1;33.79
38;1;64472;12.01.2009;10;1;33.79
38;1;64472;12.01.2009;19;1;33.79
38;1;64472;21.01.2009;16;1;33.79
38;1;64472;02.02.2009;17;1;32.97
38;1;64472;09.02.2009;19;1;32.97
38;1;64472;10.02.2009;15;2;65.25
38;1;64472;23.02.2009;18;3;100.56
38;1;65828;14.12.2008;18;1;83.83
38;1;65828;17.12.2008;13;1;83.09
38;1;65828;09.02.2009;12;1;81.57
38;1;65828;09.02.2009;13;1;81.57
38;1;65828;26.02.2009;17;1;81.57
38;1;65829;18.12.2008;14;1;130.53
38;1;65829;25.12.2008;11;1;130.53
38;1;65829;13.02.2009;19;1;128.97
38;1;65829;15.02.2009;10;1;128.97
38;1;65829;22.02.2009;11;1;128.97
38;1;65829;25.02.2009;15;1;128.39
38;1;68036;01.12.2008;19;2;269.02
38;1;68036;02.12.2008;10;2;269.02
38;1;68036;02.12.2008;14;2;269.02
38;1;68036;02.12.2008;16;2;269.02
38;1;68036;02.12.2008;17;4;538.04
38;1;68036;02.12.2008;20;4;536.29
38;1;68036;03.12.2008;20;2;269.02
38;1;68036;04.12.2008;9;1;134.51
38;1;68036;04.12.2008;18;2;269.02
38;1;68036;04.12.2008;20;2;269.02
38;1;68036;05.12.2008;10;1;134.51
38;1;68036;05.12.2008;19;2;269.02
38;1;68036;06.12.2008;18;1;134.51
38;1;68036;06.12.2008;20;2;269.02
38;1;68036;07.12.2008;9;1;134.51
38;1;68036;07.12.2008;14;2;269.02
38;1;68036;08.12.2008;9;4;538.04
38;1;68036;08.12.2008;11;3;403.53
38;1;68036;08.12.2008;17;2;269.02
38;1;68036;08.12.2008;18;1;134.51
38;1;68036;08.12.2008;19;2;269.02
38;1;68036;10.12.2008;9;2;269.02
38;1;68036;10.12.2008;15;1;134.51
38;1;68036;10.12.2008;18;2;269.02
38;1;68036;10.12.2008;20;3;403.53
38;1;68036;11.12.2008;18;3;403.53
38;1;68036;11.12.2008;20;3;403.53
38;1;68036;12.12.2008;10;2;269.02
38;1;68036;12.12.2008;17;2;269.02
38;1;68036;13.12.2008;9;4;538.04
38;1;68036;13.12.2008;10;2;269.02
38;1;68036;14.12.2008;9;2;269.02
38;1;68036;14.12.2008;11;2;269.02
38;1;68036;14.12.2008;19;1;134.51
38;1;68036;15.12.2008;17;1;134.51
38;1;68036;16.12.2008;9;4;538.04
38;1;68036;16.12.2008;10;2;269.02
38;1;68036;16.12.2008;11;1;134.51
38;1;68036;17.12.2008;9;4;538.04
38;1;68036;17.12.2008;17;2;269.02
38;1;68036;18.12.2008;9;1;134.51
38;1;68036;18.12.2008;10;2;269.02
38;1;68036;18.12.2008;19;1;134.51
38;1;68036;19.12.2008;9;1;134.51
38;1;68036;19.12.2008;16;1;134.51
38;1;68036;20.12.2008;9;6;807.07
38;1;68036;20.12.2008;15;1;134.51
38;1;68036;20.12.2008;20;4;538.04
38;1;68036;21.12.2008;16;4;538.04
38;1;68036;21.12.2008;18;6;807.07
38;1;68036;21.12.2008;20;2;269.02
38;1;68036;22.12.2008;9;4;538.04
38;1;68036;22.12.2008;11;3;403.53
38;1;68036;22.12.2008;15;4;538.04
38;1;68036;22.12.2008;17;4;538.04
38;1;68036;23.12.2008;9;1;134.51
38;1;68036;23.12.2008;13;1;134.51
38;1;68036;23.12.2008;16;2;269.02
38;1;68036;23.12.2008;18;4;538.04
38;1;68036;24.12.2008;8;1;134.51
38;1;68036;24.12.2008;15;1;134.51
38;1;68036;24.12.2008;17;1;134.51
38;1;68036;25.12.2008;11;1;134.51
38;1;68036;25.12.2008;14;2;269.02
38;1;68036;26.12.2008;11;1;134.51
38;1;68036;26.12.2008;12;6;807.07
38;1;68036;26.12.2008;16;3;403.53
38;1;68036;26.12.2008;20;5;672.55
38;1;68036;27.12.2008;9;2;269.02
38;1;68036;27.12.2008;18;6;807.07
38;1;68036;28.12.2008;13;1;134.51
38;1;68036;28.12.2008;18;4;538.04
38;1;68036;29.12.2008;11;1;134.51
38;1;68036;30.12.2008;12;2;269.02
38;1;68036;30.12.2008;18;1;134.51
38;1;68036;30.12.2008;19;1;134.51
38;1;68036;31.12.2008;13;3;403.53
38;1;68036;31.12.2008;17;2;269.02
38;1;68036;01.01.2009;16;6;807.07
38;1;68036;03.01.2009;9;1;134.51
38;1;68036;03.01.2009;11;3;403.53
38;1;68036;04.01.2009;10;1;134.51
38;1;68036;04.01.2009;11;1;134.51
38;1;68036;04.01.2009;14;1;134.51
38;1;68036;04.01.2009;18;3;403.53
38;1;68036;05.01.2009;9;1;134.51
38;1;68036;05.01.2009;11;1;134.51
38;1;68036;05.01.2009;19;1;134.51
38;1;68036;05.01.2009;20;1;134.51
38;1;68036;06.01.2009;9;1;134.51
38;1;68036;06.01.2009;13;1;134.51
38;1;68036;07.01.2009;12;1;134.51
38;1;68036;08.01.2009;9;2;269.02
38;1;68036;08.01.2009;11;1;134.51
38;1;68036;09.01.2009;9;2;269.02
38;1;68036;10.01.2009;9;3;403.53
38;1;68036;10.01.2009;10;2;269.02
38;1;68036;10.01.2009;12;2;269.02
38;1;68036;10.01.2009;20;2;269.02
38;1;68036;12.01.2009;18;4;538.04
38;1;68036;13.01.2009;9;2;269.02
38;1;68036;13.01.2009;12;3;403.53
38;1;68036;13.01.2009;15;1;134.51
38;1;68036;13.01.2009;20;2;269.02
38;1;68036;17.01.2009;15;1;134.51
38;1;68036;18.01.2009;9;4;538.04
38;1;68036;18.01.2009;12;2;269.02
38;1;68036;18.01.2009;18;2;269.02
38;1;68036;18.01.2009;20;3;403.53
38;1;68036;19.01.2009;20;2;269.02
38;1;68036;20.01.2009;11;1;134.51
38;1;68036;20.01.2009;13;1;134.51
38;1;68036;20.01.2009;15;1;134.51
38;1;68036;20.01.2009;19;1;134.51
38;1;68036;21.01.2009;9;8;1076.09
38;1;68036;21.01.2009;18;2;269.02
38;1;68036;22.01.2009;10;2;269.02
38;1;68036;22.01.2009;11;1;134.51
38;1;68036;22.01.2009;20;3;403.53
38;1;68036;24.01.2009;9;2;269.02
38;1;68036;24.01.2009;11;4;538.04
38;1;68036;25.01.2009;20;1;134.51
38;1;68036;26.01.2009;17;1;134.51
38;1;68036;26.01.2009;20;2;269.02
38;1;68036;27.01.2009;12;2;269.02
38;1;68036;28.01.2009;11;2;269.02
38;1;68036;29.01.2009;11;2;269.02
38;1;68036;29.01.2009;12;3;403.53
38;1;68036;29.01.2009;19;2;269.02
38;1;68036;30.01.2009;10;4;538.04
38;1;68036;31.01.2009;10;2;269.02
38;1;68036;31.01.2009;15;2;269.02
38;1;68036;01.02.2009;10;2;269.02
38;1;68036;01.02.2009;20;2;269.02
38;1;68036;02.02.2009;10;3;403.53
38;1;68036;02.02.2009;13;1;134.51
38;1;68036;02.02.2009;17;2;269.02
38;1;68036;03.02.2009;13;2;269.02
38;1;68036;04.02.2009;9;5;672.55
38;1;68036;04.02.2009;11;4;538.04
38;1;68036;04.02.2009;12;1;134.51
38;1;68036;04.02.2009;13;1;134.51
38;1;68036;04.02.2009;14;1;134.51
38;1;68036;05.02.2009;10;7;941.58
38;1;68036;06.02.2009;14;2;269.02
38;1;68036;07.02.2009;12;3;403.53
38;1;68036;07.02.2009;20;2;269.02
38;1;68036;08.02.2009;14;1;134.51
38;1;68036;10.02.2009;20;2;269.02
38;1;68036;12.02.2009;13;4;538.04
38;1;68036;12.02.2009;14;2;269.02
38;1;68036;13.02.2009;14;2;269.02
38;1;68036;14.02.2009;12;3;403.53
38;1;68036;14.02.2009;18;1;134.51
38;1;68036;15.02.2009;16;1;146.68
38;1;68036;15.02.2009;18;2;293.36
38;1;68036;16.02.2009;9;3;440.04
38;1;68036;16.02.2009;10;1;134.51
38;1;68036;16.02.2009;12;1;134.51
38;1;68036;16.02.2009;13;1;134.51
38;1;68036;16.02.2009;17;2;269.02
38;1;68036;17.02.2009;11;2;269.02
38;1;68036;18.02.2009;11;2;269.02
38;1;68036;18.02.2009;19;3;403.53
38;1;68036;19.02.2009;10;2;269.02
38;1;68036;19.02.2009;13;1;134.51
38;1;68036;19.02.2009;14;3;403.53
38;1;68036;19.02.2009;15;1;134.51
38;1;68036;20.02.2009;13;3;440.04
38;1;68036;21.02.2009;13;2;293.36
38;1;68036;21.02.2009;16;1;146.68
38;1;68036;21.02.2009;20;1;134.51
38;1;68036;22.02.2009;9;4;586.72
38;1;68036;22.02.2009;10;1;134.51
38;1;68036;22.02.2009;18;1;146.68
38;1;68036;23.02.2009;10;2;293.36
38;1;68036;23.02.2009;12;3;440.04
38;1;68036;24.02.2009;12;1;146.68
38;1;68036;24.02.2009;16;1;146.68
38;1;68036;24.02.2009;17;1;146.68
38;1;68036;25.02.2009;9;3;440.04
38;1;68036;25.02.2009;10;6;880.07
38;1;68036;25.02.2009;11;2;293.36
38;1;68036;26.02.2009;13;3;440.04
38;1;68036;27.02.2009;10;1;146.68
38;1;68036;27.02.2009;13;4;561.21
38;1;68036;28.02.2009;11;2;280.61
38;1;68036;28.02.2009;15;2;280.61
38;1;68036;28.02.2009;20;2;280.61
38;1;68036;01.03.2009;11;2;280.61
38;1;68036;31.12.2010;13;3;403.53
38;1;68036;31.12.2010;17;2;269.02
38;1;68036;01.01.2011;16;6;807.07
38;1;70297;30.12.2008;11;1;135.15
38;1;70297;31.12.2008;13;1;135.15
38;1;70297;01.01.2009;16;1;135.15
38;1;70297;07.01.2009;14;1;175.89
38;1;70297;16.01.2009;10;1;175.89
38;1;70297;12.02.2009;13;1;175.89
38;1;70297;16.02.2009;20;1;175.89
38;1;70297;21.02.2009;11;1;175.89
38;1;70297;25.02.2009;15;1;184.86
38;1;70297;27.02.2009;14;1;175.89
38;1;70297;31.12.2010;13;1;135.15
38;1;70297;01.01.2011;16;1;135.15
38;1;82533;04.12.2008;14;4;43.13
38;1;82533;05.12.2008;10;6;64.7
38;1;82533;15.12.2008;18;2;21.68
38;1;82533;17.12.2008;18;2;21.авг
38;1;82533;18.12.2008;20;4;43.37
38;1;82533;22.12.2008;14;9;98.1
38;1;82533;23.12.2008;18;9;98.1
38;1;82533;29.12.2008;17;12;127.53
38;1;82533;30.12.2008;16;20;212.55
38;1;82533;31.12.2008;16;20;212.55
38;1;82533;02.01.2009;17;4;42.51
38;1;82533;05.01.2009;9;16;170.04
38;1;82533;08.01.2009;19;4;42.51
38;1;82533;13.01.2009;14;10;106.27
38;1;82533;16.01.2009;12;4;53.04
38;1;82533;19.01.2009;12;2;21.25
38;1;82533;04.02.2009;18;6;63.76
38;1;82533;07.02.2009;9;8;85.02
38;1;82533;14.02.2009;10;4;42.51
38;1;82533;15.02.2009;14;2;21.25
38;1;82533;16.02.2009;16;12;127.53
38;1;82533;18.02.2009;15;6;63.76
38;1;82533;18.02.2009;17;8;85.02
